Player,Nation,Age,Pos,Squad,Comp,MP,Starts,Min,90s,Touches,Carries,PrgDist,PrgC,PrgP,PrgR,Att_stats_possession,Succ,Succ%,Gls,Ast,G+A,xG,npxG,xAG,xG+xAG,Crs,Tkl,Int,Tkl+Int,Blocks,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,G-xG,np:G-xG,KP,PPA,1/3,CrsPA,SCA,SCA90,GCA,GCA90,Att Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Live_stats_possession,Rec,Won,Lost,Cmp,Clr,FatigueIndex,StyleInsight,PlayerCluster,PlayerStyle,PlayerImg,TeamImg
Fikayo Tomori,eng ENG,27.0,DF,Milan,it Serie A,11,10,864,9.6,681,382,2995,3,36,11,0,0,,0,1,1,0.4,0.4,0.7,0.11,6,23,10,33,7,5,1,20.0,0.52,0.1,0.0,0.0,-0.4,-0.4,2,5,43,0,7,0.73,1,0.1,6,259,374,49,681,471,7,4,513,42,1.124915340662814,Liga equilibrada,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/FC_Salzburg_vs._AC_Mailand_%28UEFA_Championsleague_2022-09-06%29_42.jpg/250px-FC_Salzburg_vs._AC_Mailand_%28UEFA_Championsleague_2022-09-06%29_42.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Logo_of_AC_Milan.svg/250px-Logo_of_AC_Milan.svg.png
Sandro Tonali,it ITA,25.0,MF,Newcastle Utd,eng Premier League,13,11,961,10.7,749,416,2715,20,83,23,15,7,46.7,0,1,1,0.4,0.4,1.8,0.21,41,15,13,28,7,12,5,41.7,1.12,0.47,0.0,0.0,-0.4,-0.4,15,9,75,2,30,2.81,3,0.28,9,143,433,185,749,486,2,12,519,13,1.1703729505247962,Liga equilibrada,1,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Norway_Italy_-_June_2025_B_03.jpg/250px-Norway_Italy_-_June_2025_B_03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Newcastle_United_Logo.svg/250px-Newcastle_United_Logo.svg.png
Keke Topp,de GER,21.0,FW,Werder Bremen,de Bundesliga,8,3,290,3.2,135,84,209,5,6,27,5,3,60.0,0,1,1,0.5,0.5,0.9,0.45,3,3,0,3,2,5,1,20.0,1.55,0.31,0.0,0.0,-0.5,-0.5,3,2,2,1,9,2.79,3,0.93,18,8,67,62,135,105,6,4,71,4,-0.7024087441550059,Liga equilibrada,0,Segundo Delantero / Asistidor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/250px-SV-Werder-Bremen-Logo.svg.png
Pablo Torre,es ESP,22.0,"MF,FW",Mallorca,es La Liga,13,7,619,6.9,389,233,1514,8,40,23,11,3,27.3,0,2,2,0.4,0.4,1.1,0.23,28,4,3,7,6,5,3,60.0,0.73,0.44,0.0,0.0,-0.4,-0.4,14,8,46,2,31,4.51,5,0.73,3,59,212,120,389,263,3,7,255,9,0.1117898702554797,Liga equilibrada,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Rcd_mallorca.svg/250px-Rcd_mallorca.svg.png
Jofre Torrents,es ESP,18.0,DF,Barcelona,es La Liga,2,0,40,0.4,40,27,121,0,1,11,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,1,0,1,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,1,0,2,4.5,0,0.0,3,10,11,19,40,29,1,0,32,0,-1.0868575259717377,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/40px-Flag_of_Spain.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/FC_Barcelona_%28crest%29.svg/250px-FC_Barcelona_%28crest%29.svg.png
Ferrán Torres,es ESP,25.0,FW,Barcelona,es La Liga,13,10,816,9.1,296,163,315,7,14,61,12,2,16.7,7,1,8,6.1,6.1,1.3,0.82,1,4,3,7,9,31,16,51.6,3.42,1.76,0.23,0.44,0.9,0.9,15,4,6,0,27,2.98,4,0.44,55,21,102,175,296,228,8,2,143,2,0.0369085883595583,Liga equilibrada,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Ferran_Torres_2019.png/250px-Ferran_Torres_2019.png,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/FC_Barcelona_%28crest%29.svg/250px-FC_Barcelona_%28crest%29.svg.png
Pau Torres,es ESP,28.0,DF,Aston Villa,eng Premier League,10,8,779,8.7,603,366,2925,10,34,3,6,3,50.0,0,0,0,0.2,0.2,0.0,0.02,1,11,5,16,2,3,0,0.0,0.35,0.0,0.0,,-0.2,-0.2,0,0,33,0,9,1.04,1,0.12,6,295,282,30,603,392,9,7,461,35,0.7987360544784309,Liga equilibrada,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Pau_Torres_2023.jpg/250px-Pau_Torres_2023.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/250px-Aston_Villa_FC_new_crest.svg.png
Lucas Torró,es ESP,31.0,MF,Osasuna,es La Liga,13,13,975,10.8,527,233,1428,2,31,10,3,2,66.7,0,1,1,0.6,0.6,0.3,0.09,1,18,14,32,4,7,1,14.3,0.65,0.09,0.0,0.0,-0.6,-0.6,3,2,32,0,9,0.83,2,0.18,28,128,308,95,527,320,53,4,328,19,0.7788017408024294,Liga equilibrada,3,Pivote Defensivo,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/CA_Osasuna_2024_crest.svg/250px-CA_Osasuna_2024_crest.svg.png
Jordan Torunarigha,de GER,28.0,DF,Hamburger SV,de Bundesliga,5,5,439,4.9,346,195,1529,1,21,1,1,1,100.0,0,0,0,0.0,0.0,0.0,0.0,1,13,3,16,5,0,0,,0.0,0.0,,,0.0,0.0,0,0,22,0,2,0.41,0,0.0,3,190,147,9,346,205,13,3,220,45,-0.0227016756608857,Liga equilibrada,0,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Hertha_BSC_vs._West_Ham_United_20190731_%28088%29_%28cropped%29.jpg/250px-Hertha_BSC_vs._West_Ham_United_20190731_%28088%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Hamburger_SV_logo.svg/250px-Hamburger_SV_logo.svg.png
Abdoulaye Touré,gn GUI,31.0,MF,Le Havre,fr Ligue 1,11,8,740,8.2,415,261,1117,8,31,26,11,3,27.3,2,0,2,1.6,0.8,0.1,0.22,13,12,9,21,4,12,4,33.3,1.46,0.49,0.17,0.5,0.4,1.2,3,3,27,0,11,1.34,1,0.12,13,81,222,116,414,287,7,1,262,17,0.3811847007845183,Liga ofensiva y vertical,3,Pivote Defensivo,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Le_Havre_AC_logo.svg/250px-Le_Havre_AC_logo.svg.png
Alpha Touré,sn SEN,19.0,"MF,DF",Metz,fr Ligue 1,14,7,728,8.1,451,271,874,10,17,14,11,7,63.6,0,0,0,0.3,0.3,0.3,0.07,9,22,5,27,7,5,1,20.0,0.62,0.12,0.0,0.0,-0.3,-0.3,5,3,10,0,9,1.11,0,0.0,4,135,247,77,451,291,11,6,319,13,0.4152496199705746,Liga ofensiva y vertical,3,Interior Conductor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/FC_Metz_2021_Logo.svg/250px-FC_Metz_2021_Logo.svg.png
Bazoumana Touré,ci CIV,19.0,"FW,MF",Hoffenheim,de Bundesliga,12,12,938,10.4,472,289,809,49,30,102,51,19,37.3,2,3,5,1.9,1.9,2.2,0.39,39,15,2,17,16,17,6,35.3,1.63,0.58,0.12,0.33,0.1,0.1,17,19,13,7,34,3.26,5,0.48,46,52,174,267,472,325,20,5,215,9,0.5341237569293782,Liga equilibrada,5,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Logo_TSG_Hoffenheim.svg/250px-Logo_TSG_Hoffenheim.svg.png
Idrissa Touré,de GER,27.0,DF,Pisa,it Serie A,11,11,910,10.1,454,196,1303,23,23,36,16,5,31.3,1,0,1,1.3,1.3,1.5,0.28,28,14,15,29,18,13,3,23.1,1.29,0.3,0.08,0.33,-0.3,-0.3,13,13,12,7,23,2.27,1,0.1,28,129,191,141,454,237,49,13,195,35,0.6040563126831315,Liga equilibrada,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Pisa_SC_crest.svg/250px-Pisa_SC_crest.svg.png
Ousmane Toure,fr FRA,20.0,DF,Lille,fr Ligue 1,1,1,51,0.6,42,21,102,1,2,1,2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,3,1,0,0,,0.0,0.0,,,0.0,0.0,0,0,0,0,1,1.76,0,0.0,0,18,22,2,42,21,2,0,23,5,-1.0593086821056643,Liga ofensiva y vertical,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Lille_OSC_2018_logo.svg/250px-Lille_OSC_2018_logo.svg.png
Lucas Tousart,fr FRA,28.0,MF,Brest,fr Ligue 1,7,2,267,3.0,146,60,355,2,12,1,2,1,50.0,0,0,0,0.1,0.1,0.0,0.03,1,13,5,18,2,3,2,66.7,1.01,0.67,0.0,0.0,-0.1,-0.1,1,2,5,1,3,1.01,1,0.34,4,50,72,25,146,72,3,3,84,7,-0.5539497897246412,Liga ofensiva y vertical,0,Pivote Defensivo,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/France_-_England_U19%2C_20150331_53.jpg/250px-France_-_England_U19%2C_20150331_53.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Stade_Brestois_29_logo.svg/250px-Stade_Brestois_29_logo.svg.png
James Trafford,eng ENG,23.0,GK,Manchester City,eng Premier League,3,3,270,3.0,132,84,1257,0,0,0,1,1,100.0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,2,1,0,0,,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,132,0,0,132,72,1,0,88,5,-0.5653157521851493,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Queen_Park_Rangers_v_Burnley_26042025_%2825%29_%28James_Trafford%29.jpg/250px-Queen_Park_Rangers_v_Burnley_26042025_%2825%29_%28James_Trafford%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/250px-Manchester_City_FC_badge.svg.png
Mattéo Tramoni,fr FRA,25.0,"MF,FW",Pisa,it Serie A,12,8,601,6.7,213,118,639,17,23,30,11,1,9.1,0,1,1,1.1,1.1,0.7,0.27,27,9,3,12,3,13,3,23.1,1.95,0.45,0.0,0.0,-1.1,-1.1,9,10,13,4,17,2.55,1,0.15,21,22,89,112,213,119,4,8,91,5,-0.1428584379600261,Liga equilibrada,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/RC_Lens_-_AC_Ajaccio_%2822-12-2018%29_65.jpg/250px-RC_Lens_-_AC_Ajaccio_%2822-12-2018%29_65.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Pisa_SC_crest.svg/250px-Pisa_SC_crest.svg.png
Adama Traoré,es ESP,29.0,FW,Fulham,eng Premier League,9,1,250,2.8,109,71,156,14,4,26,12,5,41.7,0,0,0,0.2,0.2,0.5,0.23,13,1,0,1,2,5,1,20.0,1.8,0.36,0.0,0.0,-0.2,-0.2,3,6,2,3,5,1.8,0,0.0,15,7,35,68,109,83,1,0,54,1,-0.7937656326579938,Liga equilibrada,0,Segundo Delantero / Asistidor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Fulham_FC_%28shield%29.svg/250px-Fulham_FC_%28shield%29.svg.png
Bertrand Traoré,bf BFA,30.0,"FW,MF",Sunderland,eng Premier League,8,7,484,5.4,220,145,408,9,14,44,22,12,54.5,1,0,1,0.6,0.6,0.8,0.27,11,10,2,12,5,13,6,46.2,2.42,1.12,0.08,0.17,0.4,0.4,6,8,8,1,14,2.6,2,0.37,20,32,81,109,220,152,3,3,104,6,-0.2703896119262242,Liga equilibrada,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Capitain_du_bourkina_%28cropped%29.jpg/250px-Capitain_du_bourkina_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/330px-Logo_Sunderland.svg.png
Boubacar Traoré,ml MLI,24.0,MF,Metz,fr Ligue 1,11,8,739,8.2,439,232,1186,3,18,7,12,8,66.7,1,0,1,0.7,0.7,0.0,0.09,2,24,4,28,5,9,2,22.2,1.1,0.24,0.11,0.5,0.3,0.3,1,1,18,0,6,0.73,1,0.12,7,157,241,49,439,297,12,9,298,9,0.4368253797185449,Liga ofensiva y vertical,3,Pivote Defensivo,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/FC_Metz_2021_Logo.svg/250px-FC_Metz_2021_Logo.svg.png
Hamari Traoré,ml MLI,33.0,DF,Paris FC,fr Ligue 1,7,7,539,6.0,423,183,1696,7,21,18,1,0,0.0,0,0,0,0.1,0.1,0.0,0.03,11,18,7,25,10,3,0,0.0,0.5,0.0,0.0,,-0.1,-0.1,1,2,21,0,5,0.83,0,0.0,5,154,190,83,423,247,11,1,289,22,0.2034729117361321,Liga ofensiva y vertical,3,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Stade_rennais_vs_SM_Caen%2C_July_22nd_2017_-_Traor%C3%A9_%281%29.jpg/250px-Stade_rennais_vs_SM_Caen%2C_July_22nd_2017_-_Traor%C3%A9_%281%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Paris_FC_logo.svg/250px-Paris_FC_logo.svg.png
Omar Traoré,de GER,27.0,DF,Heidenheim,de Bundesliga,12,8,765,8.5,456,218,2043,17,41,28,13,9,69.2,0,2,2,0.1,0.1,1.1,0.14,21,9,7,16,11,5,0,0.0,0.59,0.0,0.0,,-0.1,-0.1,8,10,26,3,18,2.12,3,0.35,7,135,208,122,456,268,3,7,285,13,0.4417942764676643,Liga equilibrada,3,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/1._FC_Heidenheim_1846.svg/250px-1._FC_Heidenheim_1846.svg.png
Kevin Trapp,de GER,35.0,GK,Paris FC,fr Ligue 1,3,3,270,3.0,147,85,1502,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,146,1,0,147,80,0,0,95,2,-0.5362554455869121,Liga ofensiva y vertical,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/20180602_FIFA_Friendly_Match_Austria_vs._Germany_Kevin_Trapp_850_0760.jpg/250px-20180602_FIFA_Friendly_Match_Austria_vs._Germany_Kevin_Trapp_850_0760.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Paris_FC_logo.svg/250px-Paris_FC_logo.svg.png
Óscar Trejo,ar ARG,37.0,MF,Rayo Vallecano,es La Liga,4,0,44,0.5,56,35,232,3,6,3,2,0,0.0,0,0,0,0.2,0.2,0.1,0.64,3,1,0,1,0,1,1,100.0,2.05,2.05,0.0,0.0,-0.2,-0.2,3,3,6,2,3,6.14,0,0.0,5,5,31,20,56,47,0,1,39,0,-1.0518738113068622,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/f/f0/Real_Valladolid_-_Rayo_Vallecano_2019-01-05_9_%28cropped%29_Trejo.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Rayo_Vallecano_logo.svg/250px-Rayo_Vallecano_logo.svg.png
Philipp Treu,de GER,24.0,"DF,FW",Freiburg,de Bundesliga,9,6,617,6.9,317,148,828,6,16,23,5,1,20.0,0,0,0,0.1,0.1,0.1,0.04,3,15,3,18,5,2,0,0.0,0.29,0.0,0.0,,-0.1,-0.1,3,1,8,0,5,0.73,1,0.15,3,92,164,63,317,188,4,0,217,10,0.017643744963605,Liga equilibrada,0,Defensa Contundente,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/2025-04-23_-_FC_St_Pauli_-_Philipp_Treu.jpg/250px-2025-04-23_-_FC_St_Pauli_-_Philipp_Treu.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/SC_Freiburg_logo.svg/250px-SC_Freiburg_logo.svg.png
Christopher Trimmel,at AUT,38.0,DF,Union Berlin,de Bundesliga,11,10,782,8.7,473,185,2308,13,21,20,2,0,0.0,0,1,1,0.0,0.0,2.0,0.24,83,8,4,12,9,2,0,0.0,0.23,0.0,0.0,,0.0,0.0,27,5,22,4,35,4.03,1,0.12,4,125,209,142,473,201,3,4,222,34,0.4115770397390741,Liga equilibrada,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Christopher_Trimmel_%2833832632510%29_%28cropped%29.jpg/250px-Christopher_Trimmel_%2833832632510%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/1._FC_Union_Berlin_Logo.svg/250px-1._FC_Union_Berlin_Logo.svg.png
Kieran Trippier,eng ENG,35.0,DF,Newcastle Utd,eng Premier League,9,8,699,7.8,640,328,3413,11,75,40,3,2,66.7,0,0,0,0.0,0.0,0.8,0.1,45,10,4,14,5,0,0,,0.0,0.0,,,0.0,0.0,14,12,48,2,28,3.6,0,0.0,2,162,306,175,640,377,9,11,463,21,0.7165761905895568,Liga equilibrada,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Kieran_Trippier_2018-07-14_1.jpg/250px-Kieran_Trippier_2018-07-14_1.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Newcastle_United_Logo.svg/250px-Newcastle_United_Logo.svg.png
Mariano Troilo,ar ARG,22.0,DF,Parma,it Serie A,4,2,202,2.2,135,64,722,2,6,2,3,3,100.0,0,0,0,0.0,0.0,0.1,0.05,1,3,1,4,0,0,0,,0.0,0.0,,,0.0,0.0,1,1,1,1,1,0.45,0,0.0,2,63,68,5,135,67,9,3,93,18,-0.7296317616904261,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_Parma_Calcio_1913_%28adozione_2016%29.svg/250px-Logo_Parma_Calcio_1913_%28adozione_2016%29.svg.png
Leandro Trossard,be BEL,30.0,FW,Arsenal,eng Premier League,10,8,720,8.0,387,241,1017,21,29,80,21,7,33.3,3,3,6,2.0,2.0,1.1,0.38,28,6,4,10,16,16,5,31.3,2.0,0.62,0.19,0.6,1.0,1.0,11,16,15,3,26,3.25,3,0.37,43,35,112,245,387,299,2,4,210,2,0.185885581802935,Liga equilibrada,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/RC_Lens_-_Arsenal_FC_%2803-10-2023%29_26_%28cropped%29.jpg/250px-RC_Lens_-_Arsenal_FC_%2803-10-2023%29_26_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Arsenal_FC.svg/250px-Arsenal_FC.svg.png
Adrien Truffert,fr FRA,24.0,DF,Bournemouth,eng Premier League,13,13,1142,12.7,867,467,2544,25,56,81,29,14,48.3,0,1,1,0.2,0.2,1.1,0.1,66,27,11,38,22,6,1,16.7,0.47,0.08,0.0,0.0,-0.2,-0.2,13,16,45,14,24,1.89,2,0.16,17,261,340,274,867,480,17,9,554,52,1.525046373290616,Liga equilibrada,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Truffert_asse_srfc_2425.png/250px-Truffert_asse_srfc_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/AFC_Bournemouth_%282013%29.svg/250px-AFC_Bournemouth_%282013%29.svg.png
Kostas Tsimikas,gr GRE,29.0,DF,Roma,it Serie A,6,2,171,1.9,115,63,340,0,2,15,3,1,33.3,0,0,0,0.0,0.0,0.0,0.02,11,4,2,6,4,1,0,0.0,0.53,0.0,0.0,,0.0,0.0,0,0,3,0,0,0.0,0,0.0,4,48,38,30,115,75,1,3,65,1,-0.8007137933300041,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/2022-07-21_Fu%C3%9Fball%2C_M%C3%A4nner%2CFreundschaftsspiel%2C_RB_Leipzig_-_FC_Liverpool_1DX_2184_by_Stepro.jpg/250px-2022-07-21_Fu%C3%9Fball%2C_M%C3%A4nner%2CFreundschaftsspiel%2C_RB_Leipzig_-_FC_Liverpool_1DX_2184_by_Stepro.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/AS_Roma_logo_%282017%29.svg/250px-AS_Roma_logo_%282017%29.svg.png
Heorhii Tsitaishvili,ge GEO,25.0,"FW,DF",Metz,fr Ligue 1,14,10,856,9.5,390,248,789,25,5,60,32,13,40.6,1,1,2,1.0,1.0,2.4,0.35,48,8,4,12,11,15,1,6.7,1.58,0.11,0.07,1.0,0.0,0.0,18,8,7,6,30,3.15,2,0.21,22,98,125,170,390,265,2,8,196,16,0.3283900956638984,Liga ofensiva y vertical,5,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Heorhiy_Tsitaishvili_Lech_Pozna%C5%84_2022_rozgrzewka_%28cropped%29.jpg/250px-Heorhiy_Tsitaishvili_Lech_Pozna%C5%84_2022_rozgrzewka_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/FC_Metz_2021_Logo.svg/250px-FC_Metz_2021_Logo.svg.png
Viktor Tsyhankov,ua UKR,28.0,"MF,FW",Girona,es La Liga,8,7,531,5.9,271,159,541,19,13,34,10,5,50.0,1,2,3,1.0,1.0,0.8,0.31,23,8,5,13,6,7,4,57.1,1.19,0.68,0.14,0.25,0.0,0.0,10,4,9,1,15,2.54,3,0.51,12,35,112,126,271,189,8,1,156,10,-0.168355254683665,Liga equilibrada,3,Interior Conductor,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%A6%D1%8B%D0%B3%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2._6_%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8F_2016_%D0%B3%D0%BE%D0%B4%D0%B0_%E2%80%94_708155_%28cropped%29.jpg/250px-%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%A6%D1%8B%D0%B3%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2._6_%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8F_2016_%D0%B3%D0%BE%D0%B4%D0%B0_%E2%80%94_708155_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Girona_FC_Logo.svg/250px-Girona_FC_Logo.svg.png
Axel Tuanzebe,cd COD,28.0,DF,Burnley,eng Premier League,7,7,630,7.0,396,235,1505,1,10,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,6,4,10,4,0,0,,0.0,0.0,,,0.0,0.0,0,1,11,0,3,0.43,0,0.0,0,224,172,1,396,248,15,2,269,53,0.1599589243218775,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Manchester_United_v_Everton%2C_7_August_2021_%2836%29.jpg/250px-Manchester_United_v_Everton%2C_7_August_2021_%2836%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Burnley_FC_Logo.svg/250px-Burnley_FC_Logo.svg.png
Stefano Turati,it ITA,24.0,GK,Sassuolo,it Serie A,1,1,90,1.0,26,19,138,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,26,0,0,26,15,1,0,10,0,-1.0512349789890236,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Stefano_Turati_22_-_Frosinone_Calcio_-_MGP_4533_AF.jpg/250px-Stefano_Turati_22_-_Frosinone_Calcio_-_MGP_4533_AF.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/US_Sassuolo_Calcio_logo.svg/250px-US_Sassuolo_Calcio_logo.svg.png
Beñat Turrientes,es ESP,23.0,MF,Real Sociedad,es La Liga,7,3,267,3.0,149,80,374,0,11,3,6,4,66.7,0,0,0,0.2,0.2,0.0,0.09,2,10,2,12,1,6,1,16.7,2.02,0.34,0.0,0.0,-0.2,-0.2,1,1,7,1,9,3.02,1,0.34,3,37,89,26,149,92,5,2,92,7,-0.5960332424262043,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Be%C3%B1at_Turrientes_2021.jpg/250px-Be%C3%B1at_Turrientes_2021.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Real_Sociedad_logo.svg/250px-Real_Sociedad_logo.svg.png
Stefanos Tzimas,gr GRE,19.0,"FW,MF",Brighton,eng Premier League,8,0,116,1.3,42,24,36,1,1,7,2,1,50.0,1,1,2,0.5,0.5,0.5,0.71,1,2,0,2,1,4,1,25.0,3.1,0.78,0.25,1.0,0.5,0.5,6,0,1,0,6,4.66,1,0.78,10,8,14,21,42,26,0,1,13,1,-1.0087274286649497,Liga equilibrada,0,Segundo Delantero / Asistidor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Brighton_and_Hove_Albion_FC_crest.svg/250px-Brighton_and_Hove_Albion_FC_crest.svg.png
Christantus Uche,ng NGA,22.0,MF,Crystal Palace,eng Premier League,4,0,24,0.3,21,12,12,1,0,3,0,0,,0,0,0,0.0,0.0,0.0,0.04,3,0,0,0,0,1,1,100.0,3.75,3.75,0.0,0.0,0.0,0.0,0,0,1,0,1,3.91,0,0.0,2,0,7,15,21,17,0,1,8,0,-1.1509045826353592,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Crystal_Palace_FC_logo_%282022%29.svg/250px-Crystal_Palace_FC_logo_%282022%29.svg.png
